current time 20230518_185959
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 2 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/30, Iter 0/13548, lr 0.000335, train loss = 250.737, depth loss = 71.649, time = 4.978
Epoch 9/30, Iter 5968/13548, lr 0.001000, train loss = 40.185, depth loss = 10.679, time = 0.846
Epoch 9/30, Iter 6018/13548, lr 0.001000, train loss = 10.175, depth loss = 2.601, time = 0.875
Epoch 9/30, Iter 6068/13548, lr 0.001000, train loss = 52.819, depth loss = 14.780, time = 0.840
Epoch 9/30, Iter 6118/13548, lr 0.001000, train loss = 57.938, depth loss = 15.993, time = 0.866
Epoch 9/30, Iter 6168/13548, lr 0.001000, train loss = 14.644, depth loss = 3.953, time = 0.881
Epoch 9/30, Iter 6218/13548, lr 0.001000, train loss = 13.587, depth loss = 3.696, time = 0.875
Epoch 9/30, Iter 6268/13548, lr 0.001000, train loss = 19.531, depth loss = 5.301, time = 0.860
Epoch 9/30, Iter 6318/13548, lr 0.001000, train loss = 5.288, depth loss = 1.187, time = 0.848
Epoch 9/30, Iter 6368/13548, lr 0.001000, train loss = 29.278, depth loss = 7.073, time = 0.915
Epoch 9/30, Iter 6418/13548, lr 0.001000, train loss = 5.935, depth loss = 1.436, time = 0.859
Epoch 9/30, Iter 6468/13548, lr 0.001000, train loss = 13.577, depth loss = 3.602, time = 0.904
Epoch 9/30, Iter 6518/13548, lr 0.001000, train loss = 9.321, depth loss = 2.418, time = 0.824
Epoch 9/30, Iter 6568/13548, lr 0.001000, train loss = 11.825, depth loss = 3.033, time = 0.869
Epoch 9/30, Iter 6618/13548, lr 0.001000, train loss = 16.394, depth loss = 4.388, time = 0.848
Epoch 9/30, Iter 6668/13548, lr 0.001000, train loss = 15.957, depth loss = 4.231, time = 0.842
Epoch 9/30, Iter 6718/13548, lr 0.001000, train loss = 2.529, depth loss = 0.508, time = 0.842
Epoch 9/30, Iter 6768/13548, lr 0.001000, train loss = 3.914, depth loss = 0.935, time = 0.853
Epoch 9/30, Iter 6818/13548, lr 0.001000, train loss = 31.983, depth loss = 8.272, time = 0.815
Epoch 9/30, Iter 6868/13548, lr 0.001000, train loss = 20.227, depth loss = 5.467, time = 0.874
Epoch 9/30, Iter 6918/13548, lr 0.001000, train loss = 23.583, depth loss = 5.748, time = 0.911
Epoch 9/30, Iter 6968/13548, lr 0.001000, train loss = 14.746, depth loss = 3.838, time = 0.876
Epoch 9/30, Iter 7018/13548, lr 0.001000, train loss = 21.089, depth loss = 6.210, time = 0.868
Epoch 9/30, Iter 7068/13548, lr 0.001000, train loss = 41.745, depth loss = 9.949, time = 0.876
Epoch 9/30, Iter 7118/13548, lr 0.001000, train loss = 16.334, depth loss = 4.412, time = 0.915
Epoch 9/30, Iter 7168/13548, lr 0.001000, train loss = 6.769, depth loss = 1.629, time = 0.814
Epoch 9/30, Iter 7218/13548, lr 0.001000, train loss = 12.518, depth loss = 3.321, time = 0.889
Epoch 9/30, Iter 7268/13548, lr 0.001000, train loss = 14.541, depth loss = 3.958, time = 0.827
Epoch 9/30, Iter 7318/13548, lr 0.001000, train loss = 25.921, depth loss = 6.989, time = 0.876
Epoch 9/30, Iter 7368/13548, lr 0.001000, train loss = 47.150, depth loss = 13.190, time = 0.877
Epoch 9/30, Iter 7418/13548, lr 0.001000, train loss = 9.696, depth loss = 2.559, time = 0.861
Epoch 9/30, Iter 7468/13548, lr 0.001000, train loss = 25.238, depth loss = 5.828, time = 0.825
Epoch 9/30, Iter 7518/13548, lr 0.001000, train loss = 8.051, depth loss = 2.099, time = 0.842
Epoch 9/30, Iter 7568/13548, lr 0.001000, train loss = 3.648, depth loss = 0.846, time = 0.878
Epoch 9/30, Iter 7618/13548, lr 0.001000, train loss = 19.496, depth loss = 4.389, time = 0.883
Epoch 9/30, Iter 7668/13548, lr 0.001000, train loss = 14.573, depth loss = 3.570, time = 0.827
Epoch 9/30, Iter 7718/13548, lr 0.001000, train loss = 3.156, depth loss = 0.710, time = 0.829
Epoch 9/30, Iter 7768/13548, lr 0.001000, train loss = 50.780, depth loss = 13.122, time = 0.902
Epoch 9/30, Iter 7818/13548, lr 0.001000, train loss = 21.571, depth loss = 5.774, time = 0.886
Epoch 9/30, Iter 7868/13548, lr 0.001000, train loss = 8.298, depth loss = 2.099, time = 0.861
Epoch 9/30, Iter 7918/13548, lr 0.001000, train loss = 16.101, depth loss = 4.384, time = 0.862
Epoch 9/30, Iter 7968/13548, lr 0.001000, train loss = 35.682, depth loss = 9.605, time = 0.830
Epoch 9/30, Iter 8018/13548, lr 0.001000, train loss = 7.360, depth loss = 1.802, time = 0.874
Epoch 9/30, Iter 8068/13548, lr 0.001000, train loss = 18.702, depth loss = 4.687, time = 0.872
Epoch 9/30, Iter 8118/13548, lr 0.001000, train loss = 15.745, depth loss = 4.091, time = 0.846
Epoch 9/30, Iter 8168/13548, lr 0.001000, train loss = 18.728, depth loss = 4.642, time = 0.878
Epoch 9/30, Iter 8218/13548, lr 0.001000, train loss = 4.984, depth loss = 1.204, time = 0.878
Epoch 9/30, Iter 8268/13548, lr 0.001000, train loss = 27.743, depth loss = 7.518, time = 0.900
Epoch 9/30, Iter 8318/13548, lr 0.001000, train loss = 6.684, depth loss = 1.700, time = 0.853
Epoch 9/30, Iter 8368/13548, lr 0.001000, train loss = 22.031, depth loss = 4.862, time = 0.897
Epoch 9/30, Iter 8418/13548, lr 0.001000, train loss = 9.195, depth loss = 2.449, time = 0.907
Epoch 9/30, Iter 8468/13548, lr 0.001000, train loss = 44.193, depth loss = 12.185, time = 0.877
Epoch 9/30, Iter 8518/13548, lr 0.001000, train loss = 16.590, depth loss = 4.422, time = 0.874
Epoch 9/30, Iter 8568/13548, lr 0.001000, train loss = 11.034, depth loss = 2.865, time = 0.878
Epoch 9/30, Iter 8618/13548, lr 0.001000, train loss = 35.021, depth loss = 9.643, time = 0.888
Epoch 9/30, Iter 8668/13548, lr 0.001000, train loss = 17.086, depth loss = 3.538, time = 0.778
Epoch 9/30, Iter 8718/13548, lr 0.001000, train loss = 9.622, depth loss = 2.571, time = 0.863
Epoch 9/30, Iter 8768/13548, lr 0.001000, train loss = 58.467, depth loss = 15.344, time = 0.889
Epoch 9/30, Iter 8818/13548, lr 0.001000, train loss = 4.857, depth loss = 1.131, time = 0.947
Epoch 9/30, Iter 8868/13548, lr 0.001000, train loss = 63.124, depth loss = 17.722, time = 0.883
Epoch 9/30, Iter 8918/13548, lr 0.001000, train loss = 13.748, depth loss = 3.732, time = 0.875
Epoch 9/30, Iter 8968/13548, lr 0.001000, train loss = 13.577, depth loss = 2.625, time = 0.861
Epoch 9/30, Iter 9018/13548, lr 0.001000, train loss = 27.370, depth loss = 7.355, time = 0.820
Epoch 9/30, Iter 9068/13548, lr 0.001000, train loss = 15.078, depth loss = 3.959, time = 0.863
Epoch 9/30, Iter 9118/13548, lr 0.001000, train loss = 20.463, depth loss = 5.495, time = 0.850
Epoch 9/30, Iter 9168/13548, lr 0.001000, train loss = 47.462, depth loss = 13.244, time = 0.794
Epoch 9/30, Iter 9218/13548, lr 0.001000, train loss = 35.295, depth loss = 8.233, time = 0.802
Epoch 9/30, Iter 9268/13548, lr 0.001000, train loss = 40.885, depth loss = 10.970, time = 0.891
Epoch 9/30, Iter 9318/13548, lr 0.001000, train loss = 10.673, depth loss = 2.795, time = 0.892
Epoch 9/30, Iter 9368/13548, lr 0.001000, train loss = 10.919, depth loss = 2.717, time = 0.878
Epoch 9/30, Iter 9418/13548, lr 0.001000, train loss = 13.153, depth loss = 2.644, time = 0.864
Epoch 9/30, Iter 9468/13548, lr 0.001000, train loss = 37.806, depth loss = 10.572, time = 0.891
Epoch 9/30, Iter 9518/13548, lr 0.001000, train loss = 3.760, depth loss = 0.900, time = 0.853
Epoch 9/30, Iter 9568/13548, lr 0.001000, train loss = 6.771, depth loss = 1.696, time = 0.908
Epoch 9/30, Iter 9618/13548, lr 0.001000, train loss = 21.668, depth loss = 5.897, time = 0.810
Epoch 9/30, Iter 9668/13548, lr 0.001000, train loss = 49.246, depth loss = 12.616, time = 0.902
Epoch 9/30, Iter 9718/13548, lr 0.001000, train loss = 3.731, depth loss = 0.848, time = 0.896
Epoch 9/30, Iter 9768/13548, lr 0.001000, train loss = 21.441, depth loss = 5.937, time = 0.854
Epoch 9/30, Iter 9818/13548, lr 0.001000, train loss = 9.449, depth loss = 2.080, time = 0.820
Epoch 9/30, Iter 9868/13548, lr 0.001000, train loss = 11.641, depth loss = 2.952, time = 0.845
Epoch 9/30, Iter 9918/13548, lr 0.001000, train loss = 19.147, depth loss = 5.230, time = 0.845
Epoch 9/30, Iter 9968/13548, lr 0.001000, train loss = 12.476, depth loss = 3.446, time = 0.853
Epoch 9/30, Iter 10018/13548, lr 0.001000, train loss = 5.830, depth loss = 1.403, time = 0.863
Epoch 9/30, Iter 10068/13548, lr 0.001000, train loss = 7.247, depth loss = 1.803, time = 0.872
Epoch 9/30, Iter 10118/13548, lr 0.001000, train loss = 6.190, depth loss = 1.519, time = 0.843
Epoch 9/30, Iter 10168/13548, lr 0.001000, train loss = 10.201, depth loss = 2.638, time = 0.831
Epoch 9/30, Iter 10218/13548, lr 0.001000, train loss = 5.646, depth loss = 1.250, time = 0.894
Epoch 9/30, Iter 10268/13548, lr 0.001000, train loss = 2.832, depth loss = 0.624, time = 0.868
Epoch 9/30, Iter 10318/13548, lr 0.001000, train loss = 6.942, depth loss = 1.765, time = 0.851
Epoch 9/30, Iter 10368/13548, lr 0.001000, train loss = 9.123, depth loss = 2.404, time = 0.908
Epoch 9/30, Iter 10418/13548, lr 0.001000, train loss = 9.178, depth loss = 2.268, time = 0.890
Epoch 9/30, Iter 10468/13548, lr 0.001000, train loss = 14.224, depth loss = 3.819, time = 0.851
Epoch 9/30, Iter 10518/13548, lr 0.001000, train loss = 10.759, depth loss = 2.955, time = 0.890
Epoch 9/30, Iter 10568/13548, lr 0.001000, train loss = 6.231, depth loss = 1.513, time = 0.869
Epoch 9/30, Iter 10618/13548, lr 0.001000, train loss = 7.074, depth loss = 1.754, time = 0.851
Epoch 9/30, Iter 10668/13548, lr 0.001000, train loss = 46.523, depth loss = 12.883, time = 0.839
Epoch 9/30, Iter 10718/13548, lr 0.001000, train loss = 9.279, depth loss = 2.437, time = 0.887
Epoch 9/30, Iter 10768/13548, lr 0.001000, train loss = 11.892, depth loss = 3.108, time = 0.920
Epoch 9/30, Iter 10818/13548, lr 0.001000, train loss = 45.921, depth loss = 12.846, time = 0.864
Epoch 9/30, Iter 10868/13548, lr 0.001000, train loss = 6.480, depth loss = 1.546, time = 0.855
Epoch 9/30, Iter 10918/13548, lr 0.001000, train loss = 6.489, depth loss = 1.565, time = 0.869
Epoch 9/30, Iter 10968/13548, lr 0.001000, train loss = 5.764, depth loss = 1.502, time = 0.799
Epoch 9/30, Iter 11018/13548, lr 0.001000, train loss = 2.304, depth loss = 0.481, time = 0.824
Epoch 9/30, Iter 11068/13548, lr 0.001000, train loss = 5.159, depth loss = 1.218, time = 0.885
Epoch 9/30, Iter 11118/13548, lr 0.001000, train loss = 26.881, depth loss = 7.489, time = 0.864
Epoch 9/30, Iter 11168/13548, lr 0.001000, train loss = 13.569, depth loss = 3.412, time = 0.852
Epoch 9/30, Iter 11218/13548, lr 0.001000, train loss = 14.217, depth loss = 3.746, time = 0.822
Epoch 9/30, Iter 11268/13548, lr 0.001000, train loss = 7.383, depth loss = 1.859, time = 0.860
Epoch 9/30, Iter 11318/13548, lr 0.001000, train loss = 10.227, depth loss = 2.727, time = 0.845
Epoch 9/30, Iter 11368/13548, lr 0.001000, train loss = 6.779, depth loss = 1.796, time = 0.823
Epoch 9/30, Iter 11418/13548, lr 0.001000, train loss = 18.025, depth loss = 4.932, time = 0.839
Epoch 9/30, Iter 11468/13548, lr 0.001000, train loss = 7.036, depth loss = 1.749, time = 0.861
Epoch 9/30, Iter 11518/13548, lr 0.001000, train loss = 29.996, depth loss = 8.262, time = 0.891
Epoch 9/30, Iter 11568/13548, lr 0.001000, train loss = 16.570, depth loss = 4.451, time = 0.897
Epoch 9/30, Iter 11618/13548, lr 0.001000, train loss = 12.083, depth loss = 2.666, time = 0.849
Epoch 9/30, Iter 11668/13548, lr 0.001000, train loss = 20.641, depth loss = 5.677, time = 0.824
Epoch 9/30, Iter 11718/13548, lr 0.001000, train loss = 25.474, depth loss = 6.632, time = 0.828
Epoch 9/30, Iter 11768/13548, lr 0.001000, train loss = 14.375, depth loss = 3.971, time = 0.867
Epoch 9/30, Iter 11818/13548, lr 0.001000, train loss = 12.013, depth loss = 3.112, time = 0.871
Epoch 9/30, Iter 11868/13548, lr 0.001000, train loss = 27.096, depth loss = 7.477, time = 0.940
Epoch 9/30, Iter 11918/13548, lr 0.001000, train loss = 7.081, depth loss = 1.759, time = 0.831
Epoch 9/30, Iter 11968/13548, lr 0.001000, train loss = 6.282, depth loss = 1.470, time = 0.859
Epoch 9/30, Iter 12018/13548, lr 0.001000, train loss = 25.898, depth loss = 6.505, time = 0.878
Epoch 9/30, Iter 12068/13548, lr 0.001000, train loss = 6.462, depth loss = 1.568, time = 0.899
Epoch 9/30, Iter 12118/13548, lr 0.001000, train loss = 5.502, depth loss = 1.348, time = 0.864
Epoch 9/30, Iter 12168/13548, lr 0.001000, train loss = 25.638, depth loss = 6.558, time = 0.825
Epoch 9/30, Iter 12218/13548, lr 0.001000, train loss = 9.731, depth loss = 2.478, time = 0.873
Epoch 9/30, Iter 12268/13548, lr 0.001000, train loss = 22.249, depth loss = 4.664, time = 0.843
Epoch 9/30, Iter 12318/13548, lr 0.001000, train loss = 28.497, depth loss = 6.830, time = 0.815
Epoch 9/30, Iter 12368/13548, lr 0.001000, train loss = 12.719, depth loss = 3.336, time = 0.812
Epoch 9/30, Iter 12418/13548, lr 0.001000, train loss = 8.504, depth loss = 2.165, time = 0.816
Epoch 9/30, Iter 12468/13548, lr 0.001000, train loss = 32.393, depth loss = 8.770, time = 0.876
Epoch 9/30, Iter 12518/13548, lr 0.001000, train loss = 2.225, depth loss = 0.490, time = 0.800
Epoch 9/30, Iter 12568/13548, lr 0.001000, train loss = 4.742, depth loss = 1.163, time = 0.815
Epoch 9/30, Iter 12618/13548, lr 0.001000, train loss = 29.331, depth loss = 8.179, time = 0.881
Epoch 9/30, Iter 12668/13548, lr 0.001000, train loss = 10.852, depth loss = 2.825, time = 0.857
Epoch 9/30, Iter 12718/13548, lr 0.001000, train loss = 6.755, depth loss = 1.694, time = 0.859
Epoch 9/30, Iter 12768/13548, lr 0.001000, train loss = 7.007, depth loss = 1.780, time = 0.876
Epoch 9/30, Iter 12818/13548, lr 0.001000, train loss = 6.987, depth loss = 1.741, time = 0.859
Epoch 9/30, Iter 12868/13548, lr 0.001000, train loss = 43.428, depth loss = 11.686, time = 0.852
Epoch 9/30, Iter 12918/13548, lr 0.001000, train loss = 6.223, depth loss = 1.507, time = 0.872
Epoch 9/30, Iter 12968/13548, lr 0.001000, train loss = 79.282, depth loss = 22.302, time = 0.929
Epoch 9/30, Iter 13018/13548, lr 0.001000, train loss = 44.801, depth loss = 12.361, time = 0.860
Epoch 9/30, Iter 13068/13548, lr 0.001000, train loss = 10.994, depth loss = 2.917, time = 0.871
Epoch 9/30, Iter 13118/13548, lr 0.001000, train loss = 6.673, depth loss = 1.684, time = 0.846
Epoch 9/30, Iter 13168/13548, lr 0.001000, train loss = 15.392, depth loss = 4.037, time = 0.889
Epoch 9/30, Iter 13218/13548, lr 0.001000, train loss = 13.759, depth loss = 3.732, time = 0.858
Epoch 9/30, Iter 13268/13548, lr 0.001000, train loss = 31.285, depth loss = 8.753, time = 0.841
Epoch 9/30, Iter 13318/13548, lr 0.001000, train loss = 21.356, depth loss = 5.351, time = 0.864
Epoch 9/30, Iter 13368/13548, lr 0.001000, train loss = 22.506, depth loss = 6.135, time = 0.873
Epoch 9/30, Iter 13418/13548, lr 0.001000, train loss = 3.795, depth loss = 0.931, time = 0.872
Epoch 9/30, Iter 13468/13548, lr 0.001000, train loss = 5.548, depth loss = 1.401, time = 0.818
Epoch 9/30, Iter 13518/13548, lr 0.001000, train loss = 28.622, depth loss = 7.309, time = 0.876
Epoch 9/30, Iter 18/3773, test loss = 115.041, depth loss = 32.643, time = 0.379462
Epoch 9/30, Iter 68/3773, test loss = 38.852, depth loss = 10.633, time = 0.370581
Epoch 9/30, Iter 118/3773, test loss = 9.163, depth loss = 2.410, time = 0.397614
Epoch 9/30, Iter 168/3773, test loss = 9.236, depth loss = 2.308, time = 0.421899
Epoch 9/30, Iter 218/3773, test loss = 30.001, depth loss = 7.895, time = 0.347852
Epoch 9/30, Iter 268/3773, test loss = 37.256, depth loss = 9.362, time = 0.375708
Epoch 9/30, Iter 318/3773, test loss = 23.181, depth loss = 6.504, time = 0.400976
Epoch 9/30, Iter 368/3773, test loss = 8.805, depth loss = 2.241, time = 0.372367
Epoch 9/30, Iter 418/3773, test loss = 7.528, depth loss = 1.885, time = 0.370891
Epoch 9/30, Iter 468/3773, test loss = 4.397, depth loss = 0.977, time = 0.400421
Epoch 9/30, Iter 518/3773, test loss = 28.417, depth loss = 7.891, time = 0.344102
Epoch 9/30, Iter 568/3773, test loss = 2.655, depth loss = 0.548, time = 0.377419
Epoch 9/30, Iter 618/3773, test loss = 24.245, depth loss = 6.653, time = 0.368828
Epoch 9/30, Iter 668/3773, test loss = 4.624, depth loss = 0.782, time = 0.384194
Epoch 9/30, Iter 718/3773, test loss = 21.562, depth loss = 5.841, time = 0.370658
Epoch 9/30, Iter 768/3773, test loss = 15.097, depth loss = 4.105, time = 0.377141
Epoch 9/30, Iter 818/3773, test loss = 33.137, depth loss = 8.983, time = 0.397868
Epoch 9/30, Iter 868/3773, test loss = 32.963, depth loss = 9.446, time = 0.379793
Epoch 9/30, Iter 918/3773, test loss = 23.051, depth loss = 5.537, time = 0.353286
Epoch 9/30, Iter 968/3773, test loss = 32.969, depth loss = 8.980, time = 0.375702
Epoch 9/30, Iter 1018/3773, test loss = 10.884, depth loss = 2.801, time = 0.432806
Epoch 9/30, Iter 1068/3773, test loss = 134.592, depth loss = 38.156, time = 0.347006
Epoch 9/30, Iter 1118/3773, test loss = 1.487, depth loss = 0.197, time = 0.377836
Epoch 9/30, Iter 1168/3773, test loss = 2.233, depth loss = 0.368, time = 0.381308
Epoch 9/30, Iter 1218/3773, test loss = 17.592, depth loss = 4.835, time = 0.350641
Epoch 9/30, Iter 1268/3773, test loss = 16.829, depth loss = 3.962, time = 0.376400
Epoch 9/30, Iter 1318/3773, test loss = 5.160, depth loss = 1.188, time = 0.411143
Epoch 9/30, Iter 1368/3773, test loss = 3.415, depth loss = 0.706, time = 0.393082
Epoch 9/30, Iter 1418/3773, test loss = 13.676, depth loss = 3.574, time = 0.398650
Epoch 9/30, Iter 1468/3773, test loss = 30.932, depth loss = 8.481, time = 0.375380
Epoch 9/30, Iter 1518/3773, test loss = 4.953, depth loss = 1.151, time = 0.374254
Epoch 9/30, Iter 1568/3773, test loss = 11.189, depth loss = 2.875, time = 0.357621
Epoch 9/30, Iter 1618/3773, test loss = 12.918, depth loss = 3.019, time = 0.385566
Epoch 9/30, Iter 1668/3773, test loss = 9.848, depth loss = 2.274, time = 0.344113
Epoch 9/30, Iter 1718/3773, test loss = 108.200, depth loss = 30.694, time = 0.359934
Epoch 9/30, Iter 1768/3773, test loss = 21.349, depth loss = 5.693, time = 0.346033
Epoch 9/30, Iter 1818/3773, test loss = 23.049, depth loss = 5.859, time = 0.371297
Epoch 9/30, Iter 1868/3773, test loss = 41.182, depth loss = 10.885, time = 0.389391
Epoch 9/30, Iter 1918/3773, test loss = 11.902, depth loss = 3.143, time = 0.357467
Epoch 9/30, Iter 1968/3773, test loss = 16.391, depth loss = 4.000, time = 0.357766
Epoch 9/30, Iter 2018/3773, test loss = 15.129, depth loss = 3.687, time = 0.407350
Epoch 9/30, Iter 2068/3773, test loss = 123.744, depth loss = 35.089, time = 0.375407
Epoch 9/30, Iter 2118/3773, test loss = 73.851, depth loss = 20.589, time = 0.368289
Epoch 9/30, Iter 2168/3773, test loss = 22.235, depth loss = 6.220, time = 0.359876
Epoch 9/30, Iter 2218/3773, test loss = 8.009, depth loss = 2.033, time = 0.342632
Epoch 9/30, Iter 2268/3773, test loss = 7.547, depth loss = 1.989, time = 0.330110
Epoch 9/30, Iter 2318/3773, test loss = 2.288, depth loss = 0.529, time = 0.322642
Epoch 9/30, Iter 2368/3773, test loss = 9.249, depth loss = 1.814, time = 0.404884
Epoch 9/30, Iter 2418/3773, test loss = 36.537, depth loss = 10.412, time = 0.350323
Epoch 9/30, Iter 2468/3773, test loss = 48.194, depth loss = 13.239, time = 0.370101
Epoch 9/30, Iter 2518/3773, test loss = 24.792, depth loss = 6.805, time = 0.385264
Epoch 9/30, Iter 2568/3773, test loss = 10.400, depth loss = 2.720, time = 0.380229
Epoch 9/30, Iter 2618/3773, test loss = 32.053, depth loss = 9.033, time = 0.363392
Epoch 9/30, Iter 2668/3773, test loss = 47.233, depth loss = 13.345, time = 0.369574
Epoch 9/30, Iter 2718/3773, test loss = 38.127, depth loss = 10.162, time = 0.438635
Epoch 9/30, Iter 2768/3773, test loss = 9.175, depth loss = 2.398, time = 0.393035
Epoch 9/30, Iter 2818/3773, test loss = 11.234, depth loss = 2.481, time = 0.368647
Epoch 9/30, Iter 2868/3773, test loss = 8.086, depth loss = 1.859, time = 0.382925
Epoch 9/30, Iter 2918/3773, test loss = 50.975, depth loss = 14.580, time = 0.367324
Epoch 9/30, Iter 2968/3773, test loss = 20.613, depth loss = 5.388, time = 0.399824
Epoch 9/30, Iter 3018/3773, test loss = 60.679, depth loss = 16.737, time = 0.393743
Epoch 9/30, Iter 3068/3773, test loss = 15.790, depth loss = 4.037, time = 0.403435
Epoch 9/30, Iter 3118/3773, test loss = 66.621, depth loss = 18.900, time = 0.377487
Epoch 9/30, Iter 3168/3773, test loss = 187.987, depth loss = 50.370, time = 0.324745
Epoch 9/30, Iter 3218/3773, test loss = 144.752, depth loss = 39.260, time = 0.401987
Epoch 9/30, Iter 3268/3773, test loss = 8.923, depth loss = 2.316, time = 0.429682
Epoch 9/30, Iter 3318/3773, test loss = 4.370, depth loss = 1.042, time = 0.412485
Epoch 9/30, Iter 3368/3773, test loss = 7.504, depth loss = 1.946, time = 0.431222
Epoch 9/30, Iter 3418/3773, test loss = 4.559, depth loss = 1.051, time = 0.406762
Epoch 9/30, Iter 3468/3773, test loss = 1.985, depth loss = 0.379, time = 0.383176
Epoch 9/30, Iter 3518/3773, test loss = 1.432, depth loss = 0.225, time = 0.408046
Epoch 9/30, Iter 3568/3773, test loss = 2.417, depth loss = 0.505, time = 0.412607
Epoch 9/30, Iter 3618/3773, test loss = 60.913, depth loss = 17.171, time = 0.409614
Epoch 9/30, Iter 3668/3773, test loss = 7.730, depth loss = 1.985, time = 0.401135
Epoch 9/30, Iter 3718/3773, test loss = 3.483, depth loss = 0.693, time = 0.410240
Epoch 9/30, Iter 3768/3773, test loss = 3.902, depth loss = 0.853, time = 0.402630
avg_test_scalars: {'loss': 27.464793277235458, 'depth_loss': 7.396930910656789, 'abs_depth_error': 7.764273835838299, 'thres2mm_error': 0.22418138493545325, 'thres4mm_error': 0.14834813274952283, 'thres8mm_error': 0.10538123042423204, 'thres14mm_error': 0.0811180619637503, 'thres20mm_error': 0.06871581548080025, 'thres2mm_abserror': 0.6021280845722469, 'thres4mm_abserror': 2.76335179796277, 'thres8mm_abserror': 5.58577585668991, 'thres14mm_abserror': 10.504575732150508, 'thres20mm_abserror': 16.597445118942282, 'thres>20mm_abserror': 70.37827030063592}
Epoch 10:
Epoch 10/30, Iter 20/13548, lr 0.000500, train loss = 21.235, depth loss = 5.809, time = 0.888
Epoch 10/30, Iter 70/13548, lr 0.000500, train loss = 14.594, depth loss = 3.995, time = 0.898
Epoch 10/30, Iter 120/13548, lr 0.000500, train loss = 5.155, depth loss = 1.293, time = 0.842
Epoch 10/30, Iter 170/13548, lr 0.000500, train loss = 16.849, depth loss = 3.645, time = 0.821
Epoch 10/30, Iter 220/13548, lr 0.000500, train loss = 10.656, depth loss = 2.804, time = 0.885
Epoch 10/30, Iter 270/13548, lr 0.000500, train loss = 18.792, depth loss = 5.108, time = 0.844
Epoch 10/30, Iter 320/13548, lr 0.000500, train loss = 22.505, depth loss = 6.150, time = 0.831
Epoch 10/30, Iter 370/13548, lr 0.000500, train loss = 4.530, depth loss = 1.026, time = 0.862
Epoch 10/30, Iter 420/13548, lr 0.000500, train loss = 13.692, depth loss = 3.639, time = 0.881
Epoch 10/30, Iter 470/13548, lr 0.000500, train loss = 8.616, depth loss = 2.179, time = 0.890
Epoch 10/30, Iter 520/13548, lr 0.000500, train loss = 8.112, depth loss = 1.995, time = 0.893
Epoch 10/30, Iter 570/13548, lr 0.000500, train loss = 3.425, depth loss = 0.784, time = 0.876
Epoch 10/30, Iter 620/13548, lr 0.000500, train loss = 7.430, depth loss = 1.715, time = 0.844
Epoch 10/30, Iter 670/13548, lr 0.000500, train loss = 27.526, depth loss = 7.496, time = 0.848
Epoch 10/30, Iter 720/13548, lr 0.000500, train loss = 18.508, depth loss = 4.802, time = 0.819
Epoch 10/30, Iter 770/13548, lr 0.000500, train loss = 25.196, depth loss = 6.936, time = 0.883
